rowid,date,opponent,result,Iolani_score,opp_score,stadium,pass_leader,pass_yds,rush_leader,rush_yds,receive_leader,receive_yds
1,2019-11-29,Hilo,L,17,20,Aloha Stadium,Jonah Chong,118,Brock Hedani,26,Carter Kamana,45
2,2019-11-23,at Moanalua,W,35,9,,Jonah Chong,168,Brock Hedani,90,Carter Kamana,73
3,2019-10-25,Damien,W,21,14,Aloha Stadium,Jonah Chong,183,Brock Hedani,85,Carter Kamana,117
4,2019-10-11,at Castle,W,33,28,,Jonah Chong,148,Jonah Chong,45,Wailoa Manuel,67
5,2019-10-05,Leilehua,L,25,28,Aloha Stadium,Jonah Chong,256,Brock Hedani,17,Wailoa Manuel,119
6,2019-09-27,Radford,W,38,0,,Jonah Chong,82,Brody Bantolina,66,Wailoa Manuel,57
7,2019-09-20,Damien,W,38,21,Aloha Stadium,Jonah Chong,85,Brock Hedani,102,Wailoa Manuel,59
8,2019-09-13,Waipahu,W,48,14,Aloha Stadium,Jonah Chong,192,Brock Hedani,58,Wailoa Manuel,121
9,2019-09-06,at Kailua,W,40,13,,Jonah Chong,177,Brock Hedani,71,Wailoa Manuel,98
10,2019-08-24,Kaimuki,W,34,24,,Jonah Chong,118,Brody Bantolina,99,Wailoa Manuel,57
11,2019-08-16,at Aiea,W,31,10,,Sam Faumuina,135,Brody Bantolina,90,Cole Ichikawa,101
12,2019-08-10,at Moanalua,L,20,21,,Jonah Chong,83,Brock Hedani,94,Carter Kamana,42
13,2019-08-03,at KS-Hawaii,W,47,10,,Jonah Chong,178,Brody Bantolina,48,Wailoa Manuel,89
14,2018-11-09,at Waipahu,L,19,20,,Jonah Chong,208,Kaua Nishigaya,29,Carter Kamana,90
15,2018-10-12,at Aiea,W,30,3,,Jonah Chong,207,Kaua Nishigaya,109,Rayden Kaneshiro,83
16,2018-10-05,at Castle,W,41,14,,Jonah Chong,105,Kaua Nishigaya,164,Carter Kamana,41
17,2018-09-29,at Nanakuli,W,39,0,,Jonah Chong,179,Kaua Nishigaya,102,Rayden Kaneshiro,70
18,2018-09-21,Radford,W,42,6,,Jonah Chong,236,Kaua Nishigaya,44,Carter Kamana,121
19,2018-09-15,Damien,W,30,19,Aloha Stadium,Jonah Chong,203,Kaua Nishigaya,226,Carter Kamana,142
20,2018-09-08,at Leilehua,L,20,31,,Jonah Chong,312,Kaua Nishigaya,60,Carter Kamana,139
21,2018-08-31,Clackamas (Ore.),L,0,7,,Jonah Chong,97,Kaua Nishigaya,59,Carter Kamana,60
22,2018-08-24,at Moanalua,CCL.,,,,,,,,,
23,2018-08-17,at Kailua,W,33,12,,Jonah Chong,258,Kaua Nishigaya,102,Carter Kamana,146
24,2018-08-11,Waipahu,W,55,14,,Jonah Chong,221,Kaua Nishigaya,33,Jonah Miyazawa,89
25,2018-08-04,Kalani,W,63,0,Kaiser,Jonah Chong,136,Rexton Suzuki,58,Jonah Miyazawa,59
26,2017-11-03,Lahainaluna,L,27,35,War Memorial,Tai-John Mizutani,290,Tai-John Mizutani,130,Jonah Miyazawa,193
27,2017-10-13,St. Francis,L,19,43,,Tai-John Mizutani,305,Jake Lee,45,Carter Kamana,103
28,2017-10-07,Pac-Five,W,34,0,,Tai-John Mizutani,209,Kaua Nishigaya,48,Jonah Miyazawa,121
29,2017-09-29,St. Francis,W,45,29,Aloha Stadium,Tai-John Mizutani,430,Kaua Nishigaya,21,Jonah Miyazawa,132
30,2017-09-29,,,,,,,,,,Carter Kamana,130
31,2017-09-22,Damien,L (OT),35,42,,Tai-John Mizutani,303,Tai-John Mizutani,52,Justin Genovia,165
32,2017-09-16,Pac-Five,W,55,20,Aloha Stadium,Tai-John Mizutani,426,Tai-John Mizutani,65,Carter Kamana,222
33,2017-09-08,St. Francis,L,26,43,,Tai-John Mizutani,251,Tai-John Mizutani,12,Justin Genovia,113
34,2017-09-02,Damien,L,21,35,Farrington,Tai-John Mizutani,238,Kaua Nishigaya,45,Justin Genovia,74
35,2017-08-26,Kaimuki,W,57,34,,Tai-John Mizutani,503,Kaua Nishigaya,64,Justin Genovia,153
36,2017-08-26,,,,,,,,,,Jonah Miyazawa,115
37,2017-08-12,Hilo,L,35,62,,Tai-John Mizutani,255,Kaua Nishigaya,67,Justin Genovia,103
38,2016-11-18,Mililani,L,20,31,Aloha Stadium,Tai-John Mizutani,262,KJ Pascua,2,KJ Pascua,102
39,2016-11-11,Campbell,W,35,12,Mililani,Tai-John Mizutani,178,KJ Pascua,82,Rayden Kaneshiro,54
40,2016-11-04,Moanalua,W,17,14,Roosevelt,Tai-John Mizutani,234,KJ Pascua,132,Justin Genovia,156
41,2016-10-14,Saint Louis,L,0,33,Aloha Stadium,Jarin Yokogawa,81,Isaac Anderson,77,Justin Genovia,68
42,2016-10-07,at Punahou,L,14,38,,Jarin Yokogawa,96,KJ Pascua,108,Justin Genovia,80
43,2016-09-30,Kamehameha,L,16,21,Aloha Stadium,Tai-John Mizutani,240,KJ Pascua,48,Justin Genovia,134
44,2016-09-23,Saint Louis,L,24,42,,Tai-John Mizutani,266,KJ Pascua,122,Justin Genovia,140
45,2016-09-17,Punahou,L,24,49,,Tai-John Mizutani,239,KJ Pascua,68,Brent Nagami,109
46,2016-09-10,at Kamehameha,L,20,50,,Tai-John Mizutani,192,Tai-John Mizutani,33,Justin Genovia,77
47,2016-09-02,Saint Louis,L,7,49,Aloha Stadium,Tai-John Mizutani,141,KJ Pascua,29,Isaac Anderson,43
48,2016-08-27,La Jolla Country Day (Calif.),W,27,19,,Tai-John Mizutani,217,KJ Pascua,159,Justin Genovia,145
49,2016-08-20,Waimea,W,35,3,,Tai-John Mizutani,236,KJ Pascua,43,Justin Genovia,102
50,2016-08-06,Radford,W,42,6,Aiea,Tai-John Mizutani,240,KJ Pascua,70,Justin Genovia,140
51,2015-10-16,Kamehameha,L,24,39,,Tai-John Mizutani,485,KJ Pascua,40,Keoni-Kordell Makekau,169
52,2015-10-16,,,,,,,,,,Nicholas Kennedy,159
53,2015-10-16,,,,,,,,,,Conor Hannum,107
54,2015-10-09,Saint Louis,L,7,31,Aloha Stadium,Tai-John Mizutani,137,Tamatane Aga,37,Brent Nagami,57
55,2015-10-02,at Punahou,L,23,35,,Tai-John Mizutani,329,KJ Pascua,70,Nicholas Kennedy,169
56,2015-09-25,at Kamehameha,L,21,63,,Tai-John Mizutani,178,KJ Pascua,16,Keoni-Kordell Makekau,127
57,2015-09-18,Saint Louis,L,17,28,Aloha Stadium,Tai-John Mizutani,285,KJ Pascua,31,Keoni-Kordell Makekau,125
58,2015-09-11,Punahou,L,22,59,,Tai-John Mizutani,175,KJ Pascua,131,Keoni-Kordell Makekau,107
59,2015-08-22,Farrington,L,8,52,,Tai-John Mizutani,99,Gafoaleata Fetui-Salavea,31,Keoni-Kordell Makekau,90
60,2015-08-15,Kealakehe,W,37,0,,Tai-John Mizutani,89,KJ Pascua,59,Conor Hannum,77
61,2015-08-08,KS-Maui,W,48,14,Aloha Stadium,Tai-John Mizutani,78,Troy Hanaoka,76,Tamatane Aga,62
63,2014-11-21,Lahainaluna,W,31,14,Aloha Stadium,Austin Jim On,239,KJ Pascua,60,Keoni-Kordell Makekau,105
64,2014-11-15,Kapaa,W,29,24,,Austin Jim On,221,KJ Pascua,53,Keoni-Kordell Makekau,87
65,2014-10-24,Damien,W,34,14,Aloha Stadium,Austin Jim On,130,Storm Lotomau,110,Connor Ohira,50
66,2014-10-17,St. Francis,W,28,6,,Austin Jim On,164,KJ Pascua,70,Connor Ohira,63
67,2014-10-10,St. Francis,W,44,7,,Austin Jim On,72,KJ Pascua,78,Conor Hannum,47
68,2014-10-03,at Kamehameha,L,28,42,,Austin Jim On,299,KJ Pascua,125,Keoni-Kordell Makekau,162
69,2014-09-26,at Punahou,L,22,59,,Austin Jim On,139,KJ Pascua,64,Keoni-Kordell Makekau,74
70,2014-09-20,Pac-Five,W,62,19,Aloha Stadium,Austin Jim On,158,KJ Pascua,190,Tyler Teruya,62
71,2014-09-20,,,,,,,,Storm Lotomau,122,,
72,2014-09-13,Saint Louis,L,20,55,,Austin Jim On,146,KJ Pascua,81,Tyler Teruya,63
73,2014-08-29,Damien,W,37,14,,Austin Jim On,241,KJ Pascua,132,Keoni-Kordell Makekau,132
74,2014-08-16,Mino Jiyu Gauken (Japan),W,45,21,,Austin Jim On,89,KJ Pascua,120,Conor Hannum,31
75,2014-08-09,Kamehameha-Maui,CCL.,,,Aloha Stadium,,,,,,
76,2013-11-16,Kauai,L,7,28,,Austin Jim On,189,Tamatane Aga,12,Chad Hanaoka,58
77,2013-10-25,Damien,W,28,7,Aloha Stadium,Austin Jim On,253,Tamatane Aga,82,Tyler Teruya,129
78,2013-10-19,St. Francis,W,47,18,Aloha Stadium,Austin Jim On,245,Tamatane Aga,63,Keoni-Kordell Makekau,145
79,2013-10-04,Pac-Five,W,31,19,Aloha Stadium,Austin Jim On,367,Tamatane Aga,154,Keoni-Kordell Makekau,220
80,2013-09-28,Punahou,L,0,56,,Austin Jim On,136,Tamatane Aga,50,Chase Kanekuni,107
81,2013-09-21,Damien,W,19,3,Aloha Stadium,Easton Tsubata,127,Jordan Ross,37,Keoni-Kordell Makekau,153
82,2013-09-21,,,,,,Austin Jim On,111,,,,
83,2013-09-14,Saint Louis,L,13,49,Aloha Stadium,Easton Tsubata,142,Jordan Ross,60,Keoni-Kordell Makekau,65
84,2013-09-06,Kamehameha,L,22,38,Aloha Stadium,Easton Tsubata,152,Jordan Ross,48,Chad Hanaoka,82
85,2013-08-30,St. Francis,W,35,0,,Austin Jim On,95,Jordan Ross,131,Chase Kanekuni,71
86,2013-08-24,Kamehameha-Hawaii,W,36,0,,Austin Jim On,114,Jordan Ross,206,Tyler Teruya,41
87,2013-08-17,Leilehua,L,35,56,,Austin Jim On,143,Jordan Ross,76,Chad Hanaoka,66
88,2013-08-10,Kalani,W,51,36,Aloha Stadium,Easton Tsubata,201,Jordan Ross,100,Keoni-Kordell Makekau,111
89,2012-11-23,Lahainaluna,W,36,33,Aloha Stadium,Reece Foy,299,Yuuya Kato,103,Tanner Nishioka,138
90,2012-11-17,Radford,W,43,0,Aloha Stadium,Reece Foy,215,Yuuya Kato,103,Tanner Nishioka,125
91,2012-10-27,Pac-Five,W,28,10,,Reece Foy,181,Yuuya Kato,155,Chad Hanaoka,94
92,2012-10-19,Damien,W,36,10,Aloha Stadium,Reece Foy,209,Yuuya Kato,114,Chad Hanaoka,77
93,2012-10-05,at Punahou,L,14,56,,Reece Foy,214,Yuuya Kato,41,Chad Hanaoka,71
94,2012-09-28,Damien,W,48,16,Aloha Stadium,Reece Foy,124,Yuuya Kato,138,Chad Hanaoka,73
95,2012-09-20,at Kamehameha,L,34,42,,Reece Foy,219,Yuuya Kato,66,Tanner Nishioka,175
96,2012-09-08,Saint Louis,L,39,68,Aloha Stadium,Reece Foy,274,Kody Mento,45,Tanner Nishioka,105
97,2012-08-31,Pac-Five,W,16,10,Aloha Stadium,Reece Foy,118,Reece Foy,69,Austin Ohira,37
98,2012-08-25,Hawaii Prep,W,44,6,,Easton Tsubata,75,Kody Mento,89,Connor Ohira,52
99,2012-08-18,at Waipahu,W,35,34,,Reece Foy,364,Yuuya Kato,24,Tanner Nishioka,108
100,2012-08-11,Konawaena,W,43,40,Aloha Stadium,Reece Foy,286,Yuuya Kato,50,Chase Kanekuni,130
102,2011-11-25,Waipahu,W,34,0,Aloha Stadium,Reece Foy,158,Jordan Lee,177,Tanner Nishioka,93
103,2011-11-19,Kapaa,W,17,13,,Reece Foy,115,Jordan Lee,134,Tanner Nishioka,50
104,2011-10-28,Damien,W,38,3,,Reece Foy,162,Jordan Lee,124,Tanner Nishioka,98
105,2011-10-15,Pac-Five,W,21,6,Aloha Stadium,Reece Foy,159,Jordan Lee,93,Sheldon Gallarde,87
106,2011-10-08,Kamehameha,L,14,55,,Reece Foy,185,Kody Mento,45,Tanner Nishioka,67
107,2011-09-23,Saint Louis,L,35,42,Aloha Stadium,Reece Foy,212,Kody Mento,64,Tanner Nishioka,110
108,2011-09-16,Pac-Five,W,13,3,Aloha Stadium,Reece Foy,87,Kody Mento,49,Sheldon Gallarde,46
109,2011-09-09,Punahou,L,18,38,,Reece Foy,391,Reece Foy,42,Dane Arakawa,113
110,2011-09-02,Damien,W,42,0,Aloha Stadium,Reece Foy,220,Kody Mento,100,Jordan Lee,72
111,2011-08-27,Waianae,W,21,14,,Reece Foy,319,Jordan Lee,69,Sheldon Gallarde,118
112,2011-08-20,Farrington,L,7,42,,Reece Foy,71,Jordan Lee,63,Tanner Nishioka,33
113,2011-08-13,Radford,W,26,7,Aloha Stadium,Reece Foy,156,Kody Mento,118,Sheldon Gallarde,62
115,2010-11-26,Kaimuki,W,49,14,Aloha Stadium,Reece Foy,297,Ammon Baldomero,105,Trevyn Tulonghari,99
116,2010-11-20,Kauai,W,14,0,,Reece Foy,107,Ammon Baldomero,73,Kevin Barayuga,67
117,2010-10-29,Damien,W,42,7,,Reece Foy,168,Ammon Baldomero,97,Sheldon Gallarde,48
118,2010-10-15,Pac-Five,W,31,8,Aloha Stadium,Reece Foy,63,Ammon Baldomero,76,Josiah Sukumaran,31
119,2010-10-09,Saint Louis,L,14,41,Aloha Stadium,Reece Foy,67,Ammon Baldomero,66,Ammon Baldomero,21
120,2010-09-24,at Punahou,L,19,24,,Reece Foy,205,Ammon Baldomero,13,Bret Christman,129
121,2010-09-17,Pac-Five,W,26,7,Aloha Stadium,Reece Foy,63,Ammon Baldomero,66,Bret Christman,31
122,2010-09-11,Kamehameha,W,13,6,Aloha Stadium,Reece Foy,167,Ammon Baldomero,50,Bret Christman,75
123,2010-09-04,Damien,W,23,0,Aloha Stadium,Reece Foy,133,Sheldon Galarde,34,Josiah Sukumaran,58
124,2010-08-28,Kaiser,W,35,0,,Reece Foy,299,Ammon Baldomero,22,Sheldon Gallarde,68
125,2010-08-20,at Mililani,L,23,43,,Reece Foy,176,Ammon Baldomero,42,Tanner Nishioka,96
126,2010-08-14,Waialua,W,37,7,Aloha Stadium,Josiah Situmeang,128,Ammon Baldomero,64,Josiah Sukumaran,87
128,2009-12-04,Kauai,W,24,17,Aloha Stadium,Jarrett Arakawa,251,Ammon Baldomero,108,Trevyn Tulonghari,134
129,2009-11-27,Aiea,W,21,7,Radford,Jarrett Arakawa,201,Ammon Baldomero,139,Trevyn Tulonghari,74
130,2009-11-07,Damien,W,38,14,,Jarrett Arakawa,243,Ammon Baldomero,21,Trevyn Tulonghari,108
131,2009-10-30,Word of Life,W,39,7,,Jarrett Arakawa,196,Alex Matsunami,65,Trevyn Tulonghari,93
132,2009-10-17,Pac-Five,W,42,17,Aloha Stadium,Jarrett Arakawa,254,Alex Matsunami,48,Kevin Barayuga,97
133,2009-10-09,Saint Louis,L,0,28,Aloha Stadium,Jarrett Arakawa,184,Ammon Baldomero,18,Trevyn Tulonghari,108
134,2009-10-03,Damien,W,35,6,Aloha Stadium,Jarrett Arakawa,159,Ammon Baldomero,106,Kasey Takahashi,59
135,2009-10-03,,,,,,,,,,Kevin Barayuga,59
136,2009-09-25,Punahou,W,35,12,,Jarrett Arakawa,189,Ammon Baldomero,75,Kevin Barayuga,68
137,2009-09-19,Pac-Five,W,31,3,Kamehameha,Jarrett Arakawa,142,Alex Matsunami,45,Trevyn Tulonghari,71
138,2009-09-12,Word of Life,W,42,0,Aloha Stadium,Jarrett Arakawa,166,Ammon Baldomero,58,Trevyn Tulonghari,50
139,2009-09-05,Kamehameha,W,20,17,Aloha Stadium,Jarrett Arakawa,248,Ammon Baldomero,83,Trevyn Tulonghari,134
140,2009-08-29,Kapolei,W,23,21,,Jarrett Arakawa,222,Ammon Baldomero,128,Trevyn Tulonghari,90
141,2009-08-21,at Castle,L,21,42,,Jarrett Arakawa,240,Ammon Baldomero,54,Kasey Takahashi,70
142,2009-08-15,Kaiser,W,30,19,Aloha Stadium,Jarrett Arakawa,238,Alex Matsunami,47,Bret Christman,110
143,2009-08-15,,,,,,,,,,Kevin Barayuga,102
145,2008-12-05,Radford,W,35,20,Aloha Stadium,Jarrett Arakawa,65,Kellen Imada,119,Trevyn Tulonghari,39
146,2008-11-28,Campbell,W,24,6,Roosevelt,Jarrett Arakawa,141,Kellen Imada,83,Brandon Ball,50
147,2008-11-08,Pac-Five,W,48,23,,Jarrett Arakawa,153,Kellen Imada,98,Trevyn Tulonghari,71
148,2008-10-31,Word of Life,W,28,6,,Jarrett Arakawa,219,Kellen Imada,83,Keenan Hoohuli,49
149,2008-10-17,at Punahou,L,7,49,,Kela Marciel,150,Kellen Imada,12,Trevyn Tulonghari,72
150,2008-10-11,at Kamehameha,L,0,9,,Jarrett Arakawa,73,Kellen Imada,29,Trevyn Tulonghari,42
151,2008-10-04,Saint Louis,W,35,30,Aloha Stadium,Jarrett Arakawa,153,Kellen Imada,54,Keenan Hoohuli,83
152,2008-09-27,Damien,W,33,6,,Jarrett Arakawa,204,Kellen Imada,129,Kela Marciel,104
153,2008-09-19,Pac-Five,W,48,17,Aloha Stadium,Jarrett Arakawa,262,Kellen Imada,75,Kela Marciel,103
154,2008-09-12,Word of Life,W,35,0,,Jarrett Arakawa,87,Kellen Imada,102,Keenan Hoohuli,50
155,2008-09-05,Damien,W,27,21,Aloha Stadium,Jarrett Arakawa,302,Kellen Imada,97,Brandon Ball,119
156,2008-08-30,Kaimuki,W,11,8,,Jarrett Arakawa,189,Kellen Imada,40,Kela Marciel,145
157,2008-08-22,at Leilehua,L,14,33,,Kela Marciel,140,Kela Marciel,61,Brandon Ball,90
158,2008-08-16,Kamehameha-Maui,W,39,0,Aloha Stadium,Kela Marciel,161,Kellen Imada,90,Brandon Ball,54
160,2007-11-30,Lahainaluna,W,28,21,Aloha Stadium,Kela Marciel,290,Justin Yamamoto,88,Reid Furukawa,134
161,2007-11-24,Kauai,W,35,21,,Kela Marciel,253,Justin Yamamoto,138,Lionel Fujioka,139
162,2007-11-02,Punahou,L,14,48,,Jarrett Arakawa,41,Kellen Imada,57,Aaron Fong,19
163,2007-10-26,Kamehameha,L,21,35,Aloha Stadium,Kela Marciel,214,Kela Marciel,64,Lionel Fujioka,140
164,2007-10-20,Pac-Five,L,14,21,Aloha Stadium,Kela Marciel,276,Kela Marciel,18,Ronnie Hirokawa,100
165,2007-10-12,Damien,W,28,21,Aloha Stadium,Kela Marciel,172,Justin Yamamoto,123,Lionel Fujioka,78
166,2007-10-12,,,,,,,,Kela Marciel,108,,
167,2007-10-05,Saint Louis,L,34,49,Aloha Stadium,Kela Marciel,189,Kela Marciel,122,Ronnie Hirokawa,79
168,2007-09-21,Pac-Five,W,27,12,Aloha Stadium,Kela Marciel,236,Justin Yamamoto,108,Lionel Fujioka,90
169,2007-09-14,Damien,W,46,19,Aloha Stadium,Kela Marciel,341,Justin Yamamoto,124,Reid Furukawa,122
170,2007-09-14,,,,,,,,,,Ronnie Hirokawa,102
171,2007-08-31,at Waianae,L,19,22,,Kela Marciel,170,Justin Yamamoto,96,Lionel Fujioka,120
172,2007-08-25,Kalaheo,L,25,28,,Kela Marciel,271,Kela Marciel,43,Reid Furukawa,160
173,2007-08-25,,,,,,,,,,Lionel Fujioka,115
174,2007-08-18,Kaiser,W,44,0,Aloha Stadium,Kela Marciel,105,Justin Yamamoto,38,Jordan Nakamura,52
176,2006-11-24,King Kekaulike,L,37,38,War Memorial,Ryan Dung,369,Justin Yamamoto,22,Aaron Fong,127
177,2006-11-18,Kaimuki,W,41,40,,Ryan Dung,240,Justin Yamamoto,51,Ronnie Hirokawa,106
178,2006-11-11,Damien,W,33,19,Kaiser,Ryan Dung,131,Ryan Dung,122,Aaron Fong,110
179,2006-11-11,,,,,,,,Justin Yamamoto,113,,
180,2006-11-04,Saint Louis,L,21,44,Aloha Stadium,Ryan Dung,105,Ryan Dung,63,Aaron Fong,45
181,2006-10-27,Kamehameha,L,0,23,,,,,,,
182,2006-10-20,Pac-Five,W,29,22,Aloha Stadium,Ryan Dung,170,Justin Yamamoto,119,Lionel Fujioka,72
183,2006-10-14,Damien,L,10,14,,Ryan Dung,163,Ryan Dung,79,Ronnie Hirokawa,73
184,2006-10-06,at Punahou,L,25,52,,Ryan Dung,299,Justin Yamamoto,83,Ronnie Hirokawa,143
185,2006-09-23,Pac-Five,W,24,14,Aloha Stadium,Ryan Dung,91,Justin Yamamoto,182,Ronnie Hirokawa,48
186,2006-09-09,Damien,T,34,34,Aloha Stadium,Ryan Dung,254,Justin Yamamoto,132,Ronnie Hirokawa,102
187,2006-09-02,Moanalua,W,26,7,,Ryan Dung,149,Justin Yamamoto,95,Lionel Fujioka,67
188,2006-08-25,at Mililani,L,23,26,,Ryan Dung,187,Justin Yamamoto,31,Lionel Fujioka,166
189,2006-08-19,Radford,W,22,16,Aloha Stadium,Ryan Dung,217,Justin Yamamoto,32,Aaron Fong,99
